,cast,crew,budget,genres,keywords,original_language,original_title,popularity,production_companies,production_countries,revenue,runtime,status,vote_average,vote_count,release_year,release_month,release_quarter
3343,"['Roger Moore', 'Yaphet Kotto', 'Jane Seymour']",['Guy Hamilton'],7000000,"['Adventure', 'Action', 'Thriller']","['london england', 'new york', 'bomb', 'england', 'spy', 'sheriff', 'dual identity', 'secret identity', 'drug traffic', 'tarot cards', 'heroin', 'crocodile', 'jamaica', 'secret mission', 'secret intelligence service', 'motorboat', 'drug smuggle', 'voodoo', 'tombstone', 'aftercreditsstinger']",en,Live and Let Die,30.465138,"['United Artists', 'Eon Productions', 'Danjaq']",['United Kingdom'],161777836,121.0,Released,6.4,533,1973,7,3
3346,"['Paula Patton', 'Julie Bowen', 'Meagan Good']",['Salim Akil'],6600000,['Comedy'],"['african american', 'wedding', 'class differences', ""martha's vineyard""]",en,Jumping the Broom,4.4924550000000005,"['TriStar Pictures', 'Stage 6 Films', 'Sony Pictures Worldwide Acquisitions (SPWA)', 'TDJ Enterprises / New Dimensions Entertainment', 'Our Stories Films']",['United States of America'],37710610,112.0,Released,6.0,56,2011,5,2
3347,"['David Strathairn', 'Jeff Daniels', 'Alex Borstein']",['George Clooney'],7000000,"['Drama', 'History']","['telecaster', 'communist', 'political activism', 'tv show', 'politician', 'government', 'anti-communism']",en,"Good Night, and Good Luck.",17.717681,"['2929 Productions', 'Participant Productions', 'Warner Independent Pictures (WIP)', 'Davis Films', 'Section Eight Productions', 'Redbus Pictures', 'Tohokushinsha']","['France', 'Japan', 'United Kingdom', 'United States of America']",54600000,93.0,Released,6.8,273,2005,9,3
3348,"['Philip Seymour Hoffman', 'Allie Mickelson', 'Craig Archibald']",['Bennett Miller'],7000000,"['Crime', 'Drama']","['gay', 'self-fulfilling prophecy', 'based on novel', 'journalism', 'identity', 'dream', 'literature research', 'literature', 'dying and death', 'biography']",en,Capote,17.434862,"['Sony Pictures Classics', ""Cooper's Town Productions"", 'Eagle Vision Inc.', 'Manitoba Film and Video Production Tax Credit', 'Province of British Columbia Production Services Tax Credit', 'Infinity Media', 'A-Line Pictures']","['Canada', 'United States of America']",49084830,114.0,Released,6.8,384,2005,9,3
3349,"['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida']",['Robert Rodriguez'],7000000,"['Thriller', 'Action', 'Crime']","['gunslinger', 'anti terror', 'ambush', 'mexico', 'showdown', 'guitar', 'nudity', 'hitman', 'bartender', 'revenge', 'tragic hero', 'shootout', 'mariachi', 'explosion', 'extreme violence', 'brutality', 'drug lord', 'leg brace', 'concealed weapon', 'flashback', 'bookstore']",en,Desperado,25.511217000000002,"['Columbia Pictures', 'Los Hooligans Productions']",['United States of America'],25405445,104.0,Released,6.8,881,1995,8,3
3350,"['Michael York', 'Richard Jordan', 'Jenny Agutter']",['Michael Anderson'],9000000,"['Adventure', 'Action', 'Romance', 'Science Fiction']","['female nudity', 'killer robot', 'nudity', 'utopia', 'teleportation', 'post-apocalyptic', 'dystopia', 'plastic surgery', 'escape', 'fugitive', 'robot', 'domed city', 'dystopic future', 'totalitarianism', 'population control']",en,Logan's Run,12.268142999999998,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],25000000,119.0,Released,6.6,269,1976,6,2
3351,"['Roger Moore', 'Christopher Lee', 'Britt Ekland']",['Guy Hamilton'],7000000,"['Adventure', 'Action', 'Thriller']","['london england', 'england', 'martial arts', 'assassin', 'exotic island', 'gold', 'hitman', 'secret mission', 'villain', 'bangkok', 'thailand', 'floatplane', 'karate', 'hong kong', 'duel', 'pistol', 'secret service', 'aftercreditsstinger']",en,The Man with the Golden Gun,30.214715999999996,"['United Artists', 'Eon Productions', 'Danjaq']","['United Kingdom', 'United States of America']",97572000,125.0,Released,6.3,524,1974,12,4
3352,"['Carl Weathers', 'Craig T. Nelson', 'Vanity']",['Craig R. Baxley'],7000000,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']","['showdown', 'suspicion of murder', 'boxer', 'suspension', 'organized crime', 'shootout', 'car chase', 'detroit', 'drug addict', 'one against many', 'megalomaniac', 'maverick cop', 'framed for murder', 'bar fight', 'exploding boat', 'action hero']",en,Action Jackson,6.872783999999999,"['Silver Pictures', 'Lorimar Motion Pictures']",['United States of America'],20256975,96.0,Released,4.9,50,1988,2,1
3355,"['Allison Miller', 'Zach Gilford', 'Sam Anderson']","['Matt Bettinelli-Olpin', 'Tyler Gillett']",7000000,['Horror'],['found footage'],en,Devil's Due,14.741589000000001,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'TSG Entertainment']",['United States of America'],36433975,89.0,Released,4.4,216,2014,1,1
3356,"['Ben Stiller', 'Patricia Arquette', 'Téa Leoni']",['David O. Russell'],7000000,"['Comedy', 'Romance']","['lsd', 'looking for  birth parents', 'half-brother', 'independent film']",en,Flirting with Disaster,5.500324,['Miramax Films'],['United States of America'],14702438,92.0,Released,6.3,66,1996,3,1
3358,"['Shameik Moore', 'Kiersey Clemons', 'Tony Revolori']",['Rick Famuyiwa'],700000,"['Crime', 'Drama', 'Comedy']","['california', 'hip-hop', 'harvard university', 'geek', 'coming of age', 'teenager', 'drug', 'high school student']",en,Dope,29.761163,"[""Forest Whitaker's Significant Productions"", 'Revolt Films', 'IamOTHER Entertainment']",['United States of America'],17986781,103.0,Released,7.2,691,2015,6,2
3359,"['Omar Epps', 'LL Cool J', 'Nia Long']",['Michael Rymer'],7000000,"['Drama', 'Action', 'Thriller', 'Crime']",[],en,In Too Deep,2.772178,['Suntaur Entertainment Company'],['United States of America'],14011454,97.0,Released,6.2,17,1999,8,3
3360,"['Sid Haig', 'Bill Moseley', 'Sheri Moon Zombie']",['Rob Zombie'],7000000,['Horror'],"['upper class', 'halloween', 'psychopath', 'urban legend', 'youth', 'satanic ritual']",en,House of 1000 Corpses,19.301432000000002,"['Universal Pictures', 'Spectacle Entertainment Group']",['United States of America'],16829545,89.0,Released,6.0,306,2003,4,2
3362,"['Michael Stuhlbarg', 'Richard Kind', 'Fred Melamed']","['Joel Coen', 'Ethan Coen']",7000000,"['Comedy', 'Drama']","['professor', 'dark comedy', 'telephone call', 'aftercreditsstinger', '1960s']",en,A Serious Man,23.612409,"['Mike Zoss Productions', 'Studio Canal', 'Relativity Media', 'Focus Features', 'Working Title Films']","['United States of America', 'United Kingdom', 'France']",31430334,105.0,Released,6.6,483,2009,10,4
3365,"['Gugu Mbatha-Raw', 'Nate Parker', 'Minnie Driver']",['Gina Prince-Bythewood'],7000000,"['Romance', 'Drama']","['talent', 'success', 'musician', 'woman director']",en,Beyond the Lights,8.079046,"['Relativity Media', 'Homegrown Pictures', 'Black Entertainment Television (BET)', 'Relativity Sports', 'Undisputed Cinema']",['United States of America'],14618727,116.0,Released,7.0,139,2014,9,3
3367,"['Willem Dafoe', 'Harvey Keitel', 'Barbara Hershey']",['Martin Scorsese'],7000000,['Drama'],"['christianity', 'traitor', 'jesus christ', 'roman', 'crucifixion', 'longing', 'moral conflict', 'cross', 'blasphemy', 'temptation', 'mary magdalene']",en,The Last Temptation of Christ,14.672151000000001,"['Universal Pictures', 'Cineplex-Odeon Films']","['United States of America', 'Canada']",8373585,164.0,Released,7.0,201,1988,8,3
3368,"['Shawn Hatosy', 'Amy Smart', 'Alec Baldwin']",['Michael Corrente'],7000000,"['Romance', 'Comedy', 'Drama']","['suicide', 'sex', 'sexuality', 'college', 'police', 'campus', 'party', 'love', 'revenge', 'prank', 'independent film', 'student', 'teenager', 'drug', 'humiliation', 'flashback', 'accident']",en,Outside Providence,2.627232,"['Miramax Films', 'Eagle Beach Productions']",['United States of America'],7292175,96.0,Released,5.6,30,1999,8,3
3372,"['Rutger Hauer', 'Kim Cattrall', 'Michael J. Pollard']",['Tony Maylam'],7,"['Thriller', 'Action', 'Horror', 'Science Fiction', 'Crime']","['flooding', 'futuristic', 'police detective']",en,Split Second,4.857028,"['Entertainment', 'Muse Productions', 'Challenge Film Corporation', 'XYZ Funding N.V.']",['United Kingdom'],5,90.0,Released,5.7,63,1992,5,2
3373,"['Christopher Gorham', 'Anne Hathaway', 'Joe Folau']",['Mitch Davis'],7000000,"['Action', 'Adventure', 'Drama', 'Family']","['based on novel', 'biography']",en,The Other Side of Heaven,2.206097,['3Mark Entertainment'],['United States of America'],4720371,113.0,Released,6.7,14,2001,4,2
3374,"['Shah Rukh Khan', 'Preity Zinta', 'Rani Mukerji']",['Yash Chopra'],7000000,"['Drama', 'Romance']","[""love of one's life"", 'pilot', 'class society', 'pakistan', 'india', 'kashmir conflict']",hi,Veer-Zaara,3.721858,['Yash Raj Films'],['India'],29385320,192.0,Released,7.4,64,2004,11,4
3378,"['Greg Kinnear', 'Willem Dafoe', 'Rita Wilson']",['Paul Schrader'],7000000,"['Drama', 'Crime']","['male nudity', 'adultery', 'based on novel', 'infidelity', 'tv show', 'blow job', 'video', 'biography', 'sex addiction', 'based on true story', 'independent film', 'sex addict']",en,Auto Focus,7.051521000000001,"['Sony Pictures Classics', 'Propaganda Films', 'Good Machine']",['United States of America'],2062066,104.0,Released,6.1,56,2002,10,4
3380,"['John C. Reilly', 'Tilda Swinton', 'Ezra Miller']",['Lynne Ramsay'],7000000,"['Drama', 'Thriller']","['suburb', 'violence', 'killing spree', 'prison visit', 'guinea pig', 'broken arm', 'potty training', 'woman director']",en,We Need to Talk About Kevin,21.276864,"['BBC Films', 'Oscilloscope Laboratories']","['United Kingdom', 'United States of America']",6038942,112.0,Released,7.4,677,2011,9,3
3383,"['Tom Cruise', 'Jackie Earle Haley', 'John Stockwell']",['Curtis Hanson'],7000000,['Comedy'],"['male nudity', 'female nudity', 'mexico', 'prostitute', 'nudity', 'high school', 'locker room', 'independent film', 'teen sex comedy', 'teenager', 'canuxploitation', 'virginity']",en,Losin' It,2.550045,"['Tijuana Productions', 'Tiberius Film Productions']","['Canada', 'United States of America']",1246141,100.0,Released,4.5,31,1983,4,2
3388,"['Matt Czuchry', 'Jesse Bradford', 'Marika Dominczyk']",['Bob Gosse'],7000000,"['Comedy', 'Drama']","['female nudity', 'based on novel', 'stripper', 'flop', 'dark comedy', 'aftercreditsstinger']",en,I Hope They Serve Beer in Hell,7.155519,[],[],1429299,106.0,Released,5.7,20,2009,9,3
3390,"['Joseph Gordon-Levitt', 'Natalie Portman', 'Rainn Wilson']",['Spencer Susser'],7000000,['Drama'],"['loss of mother', 'clerk', 'grocery', 'loss of relative', 'loss of wife', 'briefs', 'duringcreditsstinger']",en,Hesher,13.635828,"['DRO Entertainment', 'The Last Picture Company', 'CatchPlay', 'Corner Store Entertainment', 'Filmula', 'Handsomecharlie Films', 'American Work', 'Dreamagine Entertainment']",['United States of America'],382946,106.0,Released,6.7,212,2010,1,1
3394,"['Julianne Moore', 'Ellen Page']",['Peter Sollett'],7000000,"['Romance', 'Drama']","['new jersey', 'equality', 'lesbian relationship', 'cancer']",en,Freeheld,8.184588,"['Double Feature Films', 'Endgame Entertainment', 'High Frequency Entertainment']",['United States of America'],573335,103.0,Released,7.1,164,2015,10,4
3395,"['Kevin Kline', 'Paul Dano', 'Katie Holmes']","['Shari Springer Berman', 'Robert Pulcini']",7000000,['Comedy'],"['independent film', 'woman director']",en,The Extra Man,2.26778,"['Wild Bunch', 'Likely Story', 'Tax Credit Finance', '3 Arts Entertainment']","['France', 'United States of America']",453079,108.0,Released,5.9,29,2010,8,3
3396,"['Leonid Yarmolnik', 'Yuriy Tsurilo', 'Natalya Moteva']",['Aleksey German'],7000000,"['Drama', 'Science Fiction']",[],ru,Трудно быть богом,3.120016,"['Lenfilm Studio', 'Sever Studio', 'Kanal Russia 1']",['Russia'],1310673,170.0,Released,6.7,41,2013,2,1
3397,"['Sean Bean', 'Chris Hemsworth', 'Victoria Profeta']",['Stephen Milburn Anderson'],7000000,"['Crime', 'Thriller', 'Comedy']","['independent film', 'money']",en,Ca$h,8.207425,"['Immortal Thoughts', 'Three Good Men']",['United States of America'],46488,108.0,Released,6.0,73,2010,1,1
3399,"['Willem Dafoe', 'Norman Reedus', 'Sean Patrick Flanery']",['Troy Duffy'],6000000,"['Action', 'Thriller', 'Crime']","['arbitrary law', 'boston', 'twin brother', 'russian mafia', 'prologue', 'irish', 'police station', 'pager', 'duringcreditsstinger']",en,The Boondock Saints,34.917446999999996,"['Franchise Pictures', 'Brood Syndicate', 'B.D.S. Productions Inc.']","['Canada', 'United States of America']",30471,108.0,Released,7.2,837,1999,1,1
3402,"['Ivan Okhlobystin', 'Dmitriy Nagiev', 'Lyudmila Artemeva']","['Vladlen Barbe', 'Maksim Sveshnikov']",7000000,"['Animation', 'Fantasy']",[],ru,Снежная королева,5.33861,['Bazelevs Production'],['Russia'],12400000,76.0,Released,5.1,47,2012,10,4
3405,"['Ben Browder', 'Amanda Tapping', 'Christopher Judge']",['Robert C. Cooper'],7000000,"['Adventure', 'Science Fiction']","['wormhole', 'space travel', 'supernatural powers', 'spaceship', 'alien']",en,Stargate: The Ark of Truth,8.591387,"['Metro-Goldwyn-Mayer (MGM)', 'Kawoosh! Productions DTV I']","['Canada', 'United States of America']",8900000,97.0,Released,6.9,140,2008,3,1
3406,"['Jason London', 'Rory Cochrane', 'Wiley Wiggins']",['Richard Linklater'],6900000,"['Comedy', 'Drama']","['1970s', 'texas', 'high school', 'comedy', 'coming of age', 'summer', 'teenager', 'period drama', 'great soundtrack']",en,Dazed and Confused,26.181753,"['Gramercy Pictures', 'Alphaville Productions', 'The Criterion Collection']",['United States of America'],7993039,102.0,Released,7.4,583,1993,9,3
3413,"['Jennifer Lawrence', 'Max Thieriot', 'Elisabeth Shue']",['Mark Tonderai'],6900000,"['Horror', 'Thriller']","['mother daughter relationship', 'cross dressing', 'violence', 'mother son relationship', 'father son conflict']",en,House at the End of the Street,25.613197,"['A Bigger Boat', 'Relativity Media', 'FilmNation Entertainment']",['United States of America'],44287131,101.0,Released,5.6,555,2012,9,3
3414,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette']",['Denis Villeneuve'],6800000,"['Drama', 'War', 'Mystery']","['prison', 'middle east', 'rape', 'muslim', 'militia', 'interpreter', 'son', 'christian', 'orphanage', 'swimming pool', 'massacre', 'checkpoint', 'political assassination', 'twins', 'will']",fr,Incendies,21.285206,"['TS Productions', 'Micro scope', 'Phi Group']","['Canada', 'France']",7103838,130.0,Released,7.9,479,2010,9,3
3418,"['Annabelle Wallis', 'Ward Horton', 'Tony Amendola']",['John R. Leonetti'],6500000,['Horror'],"['prequel', 'evil doll', 'killer doll', 'spin off', 'doll', 'demonic possession', 'killer toys', 'toy comes to life']",en,Annabelle,60.225218999999996,"['New Line Cinema', 'The Safran Company', 'Evergreen Media Group', 'RatPac-Dune Entertainment']",['United States of America'],255273813,99.0,Released,5.6,1517,2014,10,4
3419,"['Rocky McKenzie', 'Geoffrey Rush', 'Jessica Mauboy']",['Rachel Perkins'],7,"['Comedy', 'Drama', 'Foreign', 'Romance']","['musical', 'woman director']",en,Bran Nue Dae,0.050456,[],[],7,82.0,Released,5.2,6,2009,8,3
3420,"['Laurence Fishburne', 'Cuba Gooding Jr.', 'Ice Cube']",['John Singleton'],6500000,"['Crime', 'Drama']","['street gang', 'black people', 'rap music', 'hip-hop', 'street war', 'rapper', 'violence in schools', 'los angeles']",en,Boyz n the Hood,17.705671,['Columbia Pictures Corporation'],['United States of America'],57504069,112.0,Released,7.4,364,1991,7,3
3421,"['Lou Diamond Phillips', 'Danielle von Zerneck', 'Elizabeth Peña']",['Luis Valdez'],6500000,"['Drama', 'Music']","['musical', 'death', 'dying young', 'nostalgic', 'mexican american', 'rising star', 'marital rape']",en,La Bamba,6.847099000000001,"['Columbia Pictures Corporation', 'New Visions Pictures']",['United States of America'],54215416,108.0,Released,6.8,116,1987,7,3
3423,"['Michael Caine', 'Angie Dickinson', 'Nancy Allen']",['Brian De Palma'],6500000,"['Horror', 'Mystery', 'Thriller']","['transvestism', 'taxi', 'prostitute', 'subway', 'shower', 'one-night stand', 'manipulation', 'nightmare', 'seduction', 'photography', 'friendship', 'assault', 'alter ego', 'murder', 'stalking', 'violence', 'psychiatrist', 'interrogation', 'desire', 'guilt', 'extramarital affair', 'hitchcockian', 'straight razor', 'exhibitionism', 'elevator', 'dark secrets', 'white gloves']",en,Dressed to Kill,11.208769,"['Filmways Pictures', 'Cinema 77 Films']",['United States of America'],31899000,105.0,Released,6.8,157,1980,6,2
3425,"['Sarah Polley', 'Katie Holmes', 'Jay Mohr']",['Doug Liman'],6500000,"['Crime', 'Comedy', 'Thriller']","['ecstasy', 'drug dealing', 'drug', 'reference to family circus', 'high', 'bisexual man', 'multiple storylines']",en,Go,11.142389,['Columbia Pictures'],['United States of America'],28451622,98.0,Released,7.0,196,1999,4,2
3426,"['Catherine Keener', 'Jason Isaacs', 'Timm Sharp']",['Nicole Holofcener'],6500000,"['Comedy', 'Drama', 'Romance']","['midlife crisis', 'marriage', 'money', 'divorce', 'fashion', 'woman director']",en,Friends with Money,11.885221000000001,['Sony Pictures'],['United States of America'],13368437,88.0,Released,5.1,128,2006,9,3
3427,"['Arthur Hill', 'David Wayne', 'James Olson']",['Robert Wise'],6500000,"['Science Fiction', 'Thriller']","['nasa', 'new mexico', 'biological weapon', 'epilepsy', 'secret lab', 'alien phenomenons', 'chemistry', 'biology', 'suspense', 'nuclear threat', 'science']",en,The Andromeda Strain,12.524953,['Universal Pictures'],['United States of America'],12376563,131.0,Released,7.0,190,1971,3,1
3430,"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale']",['Steve McQueen'],6500000,['Drama'],"['pornography', 'brother sister relationship', 'sex addiction', 'new york city', 'thirty something', 'sex addict']",en,Shame,40.688426,"['HanWay Films', 'UK Film Council', 'Alliance Films', 'See-Saw Films', 'Film4', 'Lipsync Productions']",['United Kingdom'],17693675,100.0,Released,7.0,875,2011,10,4
